Date,State_Code,Sex,Race,Hispanic,Age_Group,Disability_Status,Education_Group,Veteran_Status,Employment_Status,Labor_Force_Status,Number_of_Persons
2023-07-01,36,Female,Asian,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12354.0
2023-07-01,36,Female,Asian,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6074.0
2023-07-01,36,Female,Asian,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,20650.0
2023-07-01,36,Female,Asian,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6282.0
2023-07-01,36,Female,Black or African American,Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8333.0
2023-07-01,36,Female,Black or African American,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,17014.0
2023-07-01,36,Female,Black or African American,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,17419.0
2023-07-01,36,Female,Black or African American,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15513.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8660.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,45821.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15318.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12241.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,29710.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,26014.0
2023-07-01,36,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,24819.0
2023-07-01,36,Female,Two or More Races,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15440.0
2023-07-01,36,Female,White,Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6918.0
2023-07-01,36,Female,White,Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10483.0
2023-07-01,36,Female,White,Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4374.0
2023-07-01,36,Female,White,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,19900.0
2023-07-01,36,Female,White,Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4433.0
2023-07-01,36,Female,White,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,24757.0
2023-07-01,36,Female,White,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13768.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,52962.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9855.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,129671.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,4232.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,64232.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,41301.0
2023-07-01,36,Female,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,42082.0
2023-07-01,36,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,76460.0
2023-07-01,36,Female,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,28180.0
2023-07-01,36,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,185843.0
2023-07-01,36,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,119546.0
2023-07-01,36,Female,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,33444.0
2023-07-01,36,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,53781.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13409.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13954.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13409.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15994.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16998.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5039.0
2023-07-01,36,Male,Asian,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6277.0
2023-07-01,36,Male,Black or African American,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11704.0
2023-07-01,36,Male,Black or African American,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6651.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,17433.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4209.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16078.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10610.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,3867.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6016.0
2023-07-01,36,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6426.0
2023-07-01,36,Male,Native Hawaiian and Other Pacific Islander,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7233.0
2023-07-01,36,Male,Two or More Races,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11984.0
2023-07-01,36,Male,Two or More Races,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6651.0
2023-07-01,36,Male,White,Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4413.0
2023-07-01,36,Male,White,Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6893.0
2023-07-01,36,Male,White,Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,5031.0
2023-07-01,36,Male,White,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8535.0
2023-07-01,36,Male,White,Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4025.0
2023-07-01,36,Male,White,Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,6782.0
2023-07-01,36,Male,White,Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,4950.0
2023-07-01,36,Male,White,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,27567.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,14619.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,22402.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4567.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Veteran,Not in labor force,Not In Civilian Labor Force,5002.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,32861.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,37129.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,14697.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,30685.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15485.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Veteran,Not in labor force,Not In Civilian Labor Force,3686.0
2023-07-01,36,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,26559.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,31609.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,23736.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3436.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,58650.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,42073.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,66123.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,7898.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,18249.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Veteran,Not in labor force,Not In Civilian Labor Force,8554.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,55405.0
2023-07-01,36,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,18381.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,3561.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,3554.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3497.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,8891.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,3328.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3270.0
2023-07-01,37,Female,White,Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3584.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,10325.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3213.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,10121.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,3418.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,12406.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,18491.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,10205.0
2023-07-01,37,Male,Asian,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3432.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3572.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3894.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,7010.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,4013.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,7346.0
2023-07-01,37,Male,White,Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3487.0
2023-07-01,37,Male,White,Hispanic,71+,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,2804.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,3193.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,3193.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,2957.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,13770.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,7301.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,6444.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,3104.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3196.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,4076.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Veteran,Employed,In Civilian Labor Force,3179.0
2023-07-01,37,Female,Asian,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5211.0
2023-07-01,37,Female,Asian,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4780.0
2023-07-01,37,Female,Asian,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4299.0
2023-07-01,37,Female,Asian,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4804.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6778.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3180.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,20455.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6466.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6283.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3401.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7257.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,25525.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13423.0
2023-07-01,37,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9845.0
2023-07-01,37,Female,White,Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7861.0
2023-07-01,37,Female,White,Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4833.0
2023-07-01,37,Female,White,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,8735.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,32886.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3994.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,71941.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,3667.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,47180.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,17101.0
2023-07-01,37,Female,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10582.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,52965.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10192.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,74781.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,67946.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,3346.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,32447.0
2023-07-01,37,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,31843.0
2023-07-01,37,Male,American Indian or Alaskan Native,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4723.0
2023-07-01,37,Male,American Indian or Alaskan Native,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3001.0
2023-07-01,37,Male,Asian,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4131.0
2023-07-01,37,Male,Asian,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3647.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11310.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,7678.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,3559.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3598.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,8163.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11187.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,8433.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3579.0
2023-07-01,37,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11816.0
2023-07-01,37,Male,White,Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3181.0
2023-07-01,37,Male,White,Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4023.0
2023-07-01,37,Male,White,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3498.0
2023-07-01,37,Male,White,Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3689.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,10085.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,5803.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9041.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,35971.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9920.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,25517.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,20046.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Veteran,Not in labor force,Not In Civilian Labor Force,3683.0
2023-07-01,37,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9883.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,23405.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,22717.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9801.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,33058.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,36856.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,26530.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,26808.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,14210.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Veteran,Not in labor force,Not In Civilian Labor Force,10816.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,19301.0
2023-07-01,37,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,6128.0
2023-07-01,38,Female,American Indian or Alaskan Native,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,318.0
2023-07-01,38,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,341.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,1199.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,831.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,366.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,464.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Veteran,Employed,In Civilian Labor Force,431.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,332.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,431.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,356.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,High School,Veteran,Employed,In Civilian Labor Force,440.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,327.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,605.0
